plz	supermarkt	adresse	nr	lat	lon	id
	Lidl			45.1905576	7.8857237	4809205923
	"Supermercato ""MD"""			41.0790622	14.3206882	4809608966
	Crai			45.1559178	8.0469104	4809658122
24061	Eurospin	Via Tonale		45.6844632	9.7658349	4809783824
08048	Europlanet	Via Monsignor Virgilio		39.9304949	9.6883381	4811194623
08048	EuroSpin	Via Filippo Turati	23	39.9305344	9.6894409	4811194624
08048	Iper Nonna Isa	Via Ennio Porrino		39.9314205	9.6577814	4811229824
	Crai			39.8269453	16.3143654	4811664194
	Famila			40.7968112	14.6207839	4813268147
	Carrefour Market			40.9068516	14.7524146	4813282949
	Iperstore Mirabella			41.0536655	15.0235001	4813304850
	Decò maxistore			41.0536332	15.0222877	4813304851
	Carrefour Express	Via Sebastiano Veniero	10/a	41.9079131	12.4550444	4813538901
20814	Eurospin	Via Stelvio	47	45.6036069	9.1628786	4815185987
	supermercato tigre	Via di Valle Aurelia	79	41.9025599	12.4370918	4815860321
	Conad	Via di Valle Aurelia	124	41.9060005	12.4377106	4815863321
47011	Conad Castrocaro	Via del Lavoro	23	44.1792743	11.9508878	4816465921
20834	Famila	Via Giacomo Brodolini		45.5834853	9.2010814	4817422156
	spesadoc			41.1274646	16.5440923	4817533922
70038	Super A&O	Via XX Settembre	46	41.1290692	16.5515478	4817761722
30122	Punto Sma City		5065	45.4367584	12.3457588	4819973319
	Basko			44.1087150	9.8285969	4820024822
				45.4267276	8.3814046	4820054132
	Conad	Via Leone XIII		39.9365371	18.3535433	4822889177
	Conad City			41.8921123	12.5425322	4823233322
00124	Fresco Market - Casal Palocco	piazzale filippo il macedone	123	41.7706228	12.3561719	4823239621
	Prix			45.5408640	12.1707702	4826739112
				44.9931554	8.4567825	4827053123
				45.5845043	12.2151634	4827813031
	Ard			37.8194863	15.2426778	4833607545
	Sisa			37.8193584	15.2318667	4833608514
54033	Superesse	Viale venti settembre	383	44.0386007	10.0457093	4834646380
	Despar			36.8332886	14.5259039	4836003071
	Despar			41.3428890	15.1950344	4838842568
20159	Carrefour Express	Via Luigi Porro Lambertenghi		45.4891128	9.1862492	4840655041
	We Shop			45.3012157	9.4932859	4842619322
	Maxi Sidis			38.2182636	15.3657585	4845880811
	Vivo			43.8390494	11.1981242	4847147433
50143	Conad City	Via dell'Olivuzzo	101	43.7675176	11.2189912	4847184331
	Primo prezzo	Via Egnatia		41.1185795	16.8863872	4847834469
	Netto			40.6300552	14.4007020	4847981345
	U2			45.7077245	9.1912600	4848135623
	Eurospin			45.7933566	9.2418861	4848406822
	Spaccio del Dolce			45.7948075	9.2422752	4848406921
	MD Discount			45.4098046	9.4404638	4849117638
	Vivo			40.6654861	8.5369068	4849308622
	Eurospin			42.4188931	12.9110871	4849548341
	Miniprice			42.4187106	12.9082243	4849548360
	MD			42.4179423	12.9078917	4849548362
	Micros			42.4104627	12.9132135	4849548522
	LeMark			42.4116083	12.9152842	4849548523
07040	negozio alimentari	Via Francesco Cossiga		40.5759975	8.7270843	4849755109
50059	Marzi e Fulignati	Via Palmiro Togliatti	98	43.7273062	10.9400903	4850372672
	Amelia Pam	Via San Benedetto	88	39.2246565	9.1287586	4850820830
20123	Bio c' Bon	Via Edmondo De Amicis	53	45.4607026	9.1744557	4851448836
20011	Sigma Ok	Corso Giuseppe Garibaldi	46	45.4664493	8.9202772	4851783023
	Conad			44.4719800	11.4058680	4852115414
	Sigma - Clerici Market			45.7175137	9.2078852	4856126621
	Nat Market			40.3427708	18.1756961	4858105243
	Mercatò			44.9373093	7.5472506	4858689871
	Pam Express	Viale Pietro Nenni	32	42.0942820	11.8139378	4859119662
	in's			45.0105651	7.6655461	4860454705
	Crai			36.7469720	14.6824551	4861029023
	Conad			37.8248647	15.1486022	4862600306
	Tuodí			38.1900359	15.5446020	4863596158
				44.5735926	8.1280825	4863758256
	GROS	Via Tiburtina	433	41.9085853	12.5374411	4864437087
	Conad City	Via Guido Orazio Falconieri	25	43.7813684	12.3384451	4866602312
	Lidl			39.6344080	16.5211428	4867817860
	Ipercoop			39.6733090	16.5045786	4867818055
	Supermarket Lobina			39.7973277	9.6229446	4868637721
				39.2425266	9.5693266	4868659821
	MD	Via Roma	137	40.9132662	9.5013034	4869636813
	Sigma Superstore			40.0479129	18.0069464	4869841621
				41.8947030	12.5909404	4870163421
17047	JF Supermarket	Via alla Costa	4	44.2673605	8.4357548	4870403029
	Eurospin			41.7374041	12.2673374	4873380022
48013		Via Baldina	9	44.2275806	11.7839589	4875552036
	Carni Congelate			44.1073177	9.8171556	4878856916
	Crai	Via dei Garofani	19	37.3096434	13.4628167	4878998546
				41.8916360	12.6804811	4880150121
	Conad			44.1101603	9.8296385	4880163849
	Mei Hao	Via Salvo D'Acquisto	15	44.8180634	9.9931407	4880622842
	Tigotà	Via Salvo D'Acquisto		44.8178786	9.9932450	4880622843
	Famila	Via Salvo D'Acquisto		44.8187039	9.9939429	4880626879
				37.5850776	12.8406444	4880632162
	Minimarket Folaga			43.8492890	10.2643230	4882107521
				41.1138813	16.8662956	4883001221
	Crai			45.0144049	7.6327616	4883514034
31044	Dadi Market	Corso Giuseppe Mazzini	54	45.7775816	12.0487501	4883567307
89134	Conad	Vico Scordino	16	38.0213077	15.6464033	4883958893
	Gran Risparmio			41.9823255	15.0069514	4885316167
	Coop	Via Giuseppe Garibaldi		45.4324588	12.3537769	4886116722
	Carrefour Market			45.5044495	9.3304346	4888271421
	Casal	Via Fuorimura	57	40.6227236	14.3782817	4888413309
81100	Supermercato Insieme Crisci Alimentari	Via Tazzoli	17	41.0851220	14.3332816	4889658489
				45.2743585	11.6636893	4889658821
	Netto			40.6223557	14.3786106	4890310445
23819	Carrefour Market	Via Caraletta	1	45.9856079	9.4260170	4893594825
	Crai	Via Venezia	81	37.0683532	14.2591462	4894644912
	LD Discount			45.3196968	9.4928709	4894971423
00043	top Ciampino Stazione	Via San Francesco d'Assisi	11	41.8034639	12.5990337	4895209525
90135	Conad	Via Girolamo Savonarola	56	38.1212741	13.3208223	4895476659
47924	Coop	Viale Guglielmo Marconi	45	44.0319879	12.6181042	4897765463
	Simplay Market			43.8900084	8.0382639	4898848524
				41.8774002	16.1717550	4899459522
	Market Center			41.9105840	16.1277864	4899471321
	Da Olga			44.9196986	8.5066307	4900532993
00157	Gros	via dei Durantini		41.9203448	12.5465114	4903406198
	Simply			41.1548677	16.7657872	4903636036
00030	Decó	via Palmiro Togliatti		41.8236296	12.9673212	4905131121
	Fresco & Vario			45.7789963	12.4946352	4906030033
	Coop Livigno			46.5252722	10.1765827	4906407614
	Supermarcato Coal			43.9204112	8.0969172	4906415421
20015	Punto Simply	Via Giacomo Matteotti	30	45.5555998	8.9457947	4907188595
				45.4583808	12.4802904	4907848421
	Tigotà			45.3205175	9.4864101	4908898921
	Come una volta Alimenti biologici	Via Roma	45	45.4438249	11.6740292	4910628323
44121	Metà Supermercati	Via Bersaglieri del Po	62	44.8356110	11.6216330	4911443222
	IN'S	Piazza Aldo Moro	1r	44.3071718	8.4711765	4912037758
	Minimarket Franchino			44.9185083	8.5089090	4912577762
				43.7777860	11.2526568	4912867921
	La Buteia ad la Tor			45.8300286	8.1121360	4912906178
	Todis			41.8717325	12.4803766	4913177347
				45.9100338	8.0501086	4914331973
	Punto Simply Market	Via Alessandro Manzoni	19	37.9306964	12.3306431	4914496611
	Deco			40.6486634	14.6404359	4915188121
62014	Superconti	Via Enrico Mattei		43.2701372	13.4806069	4916303484
				45.9713399	12.8004484	4916811734
54033	Alimentari ortofrutta	Via Pietro Tacca	8a	44.0783023	10.1031579	4917077045
				45.8402537	8.0832078	4917078740
	Despar			44.8436047	11.6119634	4917739157
	Market La Cantoniera			38.9411029	8.9353100	4919047214
	NaturaSi	Via Cornelio Augure	7	45.3532219	11.7763615	4919215687
	NaturaSi	Via Padova	73	45.3922660	11.8134798	4919362886
20833	Sigma	Via Cesare Battisti	1	45.6937219	9.2208901	4919468363
	PAM	Via Piave		41.9099756	12.4984473	4920147121
	EuroSpin			43.8543284	10.9807517	4920234935
	NaturaSi		21	45.4087315	11.8766846	4920582074
	D+ Discount			41.4283138	12.8240226	4920868434
	Maxi Like			38.0673301	13.0382037	4922771278
54033	Alimentari Vario Desire'	Viale venti settembre	170c	44.0630005	10.0721775	4923603912
	Panificio Alimentari			46.1905908	12.5589945	4923774632
				40.5904102	14.3401611	4924073121
				41.8864527	12.4716697	4924902221
54033	Alimentari Peselli Brunella	Via Rinchiosa	1a	44.0425439	10.0418316	4926227609
	CRAI			43.9642957	11.3281165	4926759730
	Gulliver			44.4221896	8.8506763	4927172665
	Ld market			41.0731953	9.3957995	4927256522
	Minimarket	Via dei Vigneti	1D	42.7652286	10.3135539	4927553600
	COAL Antonini			42.7067872	13.8379589	4928352265
85100	A&O Di.Com. Srl Affiliato A & O	Via Mantova	112	40.6418685	15.8016195	4928987003
85100	Qui Discount	Via Mantova	40	40.6411236	15.8021025	4928987005
	Penny Market			44.9978476	9.0670869	4929006640
	Aumai Market			44.9946402	9.0666309	4929009616
	Siculamandorle			36.9560441	14.5298567	4930501156
	Carrefour Express			41.2137580	13.5678190	4930671723
	Sigma			41.2142646	13.5674132	4930671724
85100	Pick Up	Via Appia	145	40.6396319	15.8204729	4931111042
	Ld			40.8286565	8.4013681	4931477522
	Acqua e sapone			40.8289061	8.4014383	4931477621
	Il castoro			41.9105783	12.5035970	4932295641
	Pescheria del Pavaglione			44.4935885	11.3447795	4933663921
54033	Mini Market Amir	Via Carlo e Giovanni Sforza	3b	44.0511974	10.0599285	4934078064
				44.1627278	12.2435271	4934112327
54033	Alimentari Ma Che Bonta'	Via Giosuè Carducci	5a	44.0633686	10.0709936	4934166062
54033	Minimarket	Viale delle Pinete	70	44.0312137	10.0593732	4934296202
	Conad			40.8517566	14.2636293	4934339521
54033	Alimentari	Via Cavour	27b	44.0764052	10.1000454	4934402328
80075	Dok Supermmercato	Strada Statale Forio-Lacco	84	40.7460126	13.8702514	4936467623
	Iper			44.9994071	9.0740432	4938352865
	Ilma			45.4731387	9.2295867	4938367021
	ARD Supermarket			38.0076965	14.2562423	4938669383
				38.0860307	13.5339731	4938692353
	Conad			38.0902135	13.4532637	4938699913
	Eurospin			37.1847537	13.7617821	4938703205
	LD market			45.1019053	11.4829311	4938927544
	Supermarket Todis			38.1220281	13.3471383	4938953867
				36.9127259	15.1417391	4938998505
24050	MD Market	Viale degli Olmi	10	45.6203583	9.8064893	4941626332
	Conad			43.9673643	12.7336499	4942023131
	Conad			45.6333851	9.8616877	4942231558
54033	ECU			44.0679670	10.0828067	4942392972
	MD			41.4553056	12.8846273	4943939306
	Eurospin			42.8450100	13.6301440	4947833448
	Conad			40.6614047	15.8067377	4948826944
37021	Market Valbusa	Piazzetta Commercio	5	45.6211397	11.0308163	4949128361
				45.4933469	9.2069101	4950828821
				45.7389974	7.7465381	4951196413
				45.0479369	7.4920932	4952356908
	Interspar			46.8651491	11.3108787	4955048721
95016	CONAD	Via Siculo Orientale	179	37.7515506	15.1936934	4957282324
	LIDL			45.6529911	11.8471228	4957634499
	Tigros			45.5733695	8.8617153	4958157622
	RG Supermarket			43.9637981	10.1864563	4958459523
25125	Lidl	Via Arcangelo Tadini	19	45.5209897	10.1862073	4958623364
	Eurospar Upim	Arco della Tartana	1	45.6682043	13.1069032	4958779928
	Eurospin			45.5738598	10.0086093	4958905041
	IN'S mercato	Viale Regina Elena		44.5624738	7.7404546	4959868024
	Maxi Simply Market			40.9540828	17.2902835	4960195121
	NegoziOk			40.9580305	17.2888766	4960392725
	Putiamo	Via Autodromo		37.5229990	14.3040582	4961155304
	Eurospesa			45.5749821	12.1028513	4961929159
	Eurospar			45.5502676	12.0794195	4962045597
	Dok			40.7278506	17.5697071	4962407521
	A&O	Via Siculo Orientale	158	37.7563767	15.1964169	4964472221
	Pam			43.4609312	11.8986709	4964807221
	Aliper			45.4430814	11.8904002	4966185433
	Simply			41.1807034	9.3783856	4966846423
	Il Gigante			45.5316661	8.0751229	4967806295
10023	Dico	Strada Cambiano	119	44.9940952	7.8065590	4969103556
				45.5787292	10.7136982	4970599224
28100	Lidl	Via Giovanni Gibellini	25	45.4604665	8.6284999	4971380511
	Emisfero			45.4952739	12.0800659	4972419881
	Carrefour Express	Via Roma	1	44.5517660	7.7261487	4972509121
	Presto Fresco	Via Sarmatoria		44.5514868	7.7294760	4972509221
12045	Mercatò	Viale Regina Elena	118	44.5587186	7.7347274	4972544222
				44.8188426	9.9975320	4973947322
				44.8193946	9.9988748	4973955222
	DPiù			45.0117391	9.1167533	4975176583
	Tigota			45.0115191	9.1166702	4975176589
	Minimarket			42.6968021	11.0021873	4976031922
				45.9941810	9.3912633	4976719224
	Alimentari			45.9943965	9.3900175	4976719522
	Eurodespar			45.8815112	12.0045947	4976745421
	Margherita Conad			42.1439138	12.5048750	4980587131
	Coop			45.7899491	11.7283832	4981931246
00165	Carrefour	Via Gregorio VII		41.8958605	12.4494051	4982672524
	Simply market	Via Girolamo Soncino	20	43.8289456	13.0116682	4983776117
	Jolly Market			45.7401888	10.4805508	4985478144
	Supermercato			38.2211492	15.6569038	4986677988
17100	Conad	Corso Vittorio Veneto	3	44.3009632	8.4767931	4987103257
				43.9485859	8.1398684	4987771662
08020	C. P. Market			40.8417672	9.6966908	4987784723
56121	COOP Ospedaletto	Via Emilia	287	43.6845910	10.4240297	4987980636
20090	Dpiù	Viale Risorgimento	31	45.4351337	9.3524390	4988099620
	Meta			41.8055009	12.7383084	4988236027
	conad			43.1207742	11.9580441	4988467821
60019	Conad Superstore	Via Nicola Abbagnano	7	43.7094451	13.2088897	4988484650
	Gol Market			46.5886226	11.1466220	4988575981
	Dettori market			40.9474922	9.4975863	4989985221
00176	Todis	Via del Pigneto	110/g	41.8877187	12.5308578	4990751723
76012	Ardito Alimentari Di Ardito	Via Corsica	31/B	41.2188261	16.0705349	4992693999
	Despar			42.7368915	12.7387769	4993629972
	Despar			46.1093270	9.2767261	4994624225
07040	negozio alimentari	Via Francesco Cossiga		40.5744225	8.7272659	4995138799
				41.9008693	12.4928401	4995543022
	Outlet Gelato G7			44.5433059	11.2610510	4996077721
	EURO Spin			41.1747452	9.3788003	4996189608
	Despar			41.1180470	16.8710626	4998901322
				45.9472870	10.6213139	5001151169
	EuroSpin			38.3538696	16.0059407	5001592392
	Conad			38.3567764	15.9996643	5001592393
	Maxi Futuro			40.2045945	16.6723931	5001757322
	Tigre	Viale Trento e Trieste	81	42.7444060	12.7373207	5001823950
89013	Sigma			38.4062448	15.9165342	5001873563
	Despar			36.7832927	14.5346546	5002043574
	Conad			45.7646490	11.7204165	5002239139
	CONAD	Via Giuseppe Verdi	15/E	45.6977685	9.3136838	5002239165
	Prix			45.7386848	11.6571676	5002274678
	EURO SPIN			40.7740029	14.7421781	5003063121
	Sidis	Via Palermo	16	41.8984854	12.4915582	5003147524
22041	Tigros	Via Mariani	24	45.8126218	9.0181715	5003272057
	Eurospar			37.0822836	15.2761887	5003435318
	Mercatò	Via Ceresolia	2	44.5537316	7.7123978	5003763022
				40.8433188	14.2545557	5003805621
	Coop			46.0762226	9.3064199	5003829496
	Famila			45.6421102	12.2745110	5005749885
	Italmark			45.3140097	10.3196700	5007362794
				45.8931683	11.5448579	5009222829
	Maxi			45.6102365	12.2856806	5010270061
				43.7890902	7.6458755	5010340851
	Tigre	Via Abruzzi		42.9456312	13.8844955	5010458221
	coop			45.3944373	9.1696582	5015827922
	Eurospin			42.4951711	14.1256242	5016065764
	Carrefour Market			41.9455240	12.5223869	5016355052
36056	Prix Quality	Via degli Alpini		45.6897831	11.7712547	5017837722
	Giannetti Nicolina			41.1969071	14.6659271	5018217264
	Supermarket			41.1960615	14.6669544	5018221303
	Supermarket			41.1960837	14.6667666	5018221323
32043	La cooperativa de Cortina	Corso Italia	40	46.5370341	12.1386741	5018712444
92100	M.G. Supermercati - Crai	Via Toniolo	26	37.3059886	13.5883083	5018881823
	Proshop			37.3039184	13.5912295	5018881824
	Frutta & Verdura Vella			37.3037160	13.5881280	5018882024
	Market in			37.3089112	13.5780158	5018882025
92100	Il bio di antichi sapori	Via Cesare Battisti	23	37.3097324	13.5848329	5018882027
	Conad Superstore	Via Arzelà		44.1549323	9.9167863	5019278941
	Lidl			44.1039732	9.9628599	5019278942
	Penny Market			43.7317332	10.9185287	5019534721
	Big-Market			38.6108854	15.8496156	5020261421
				45.9704141	10.9447602	5021908722
	Butiega			44.1200220	9.7083270	5022128521
	DESpar			45.4541422	12.4819337	5022145081
	Cerchiari Davide	Via Roma	27	45.0381853	11.0463283	5022607609
		Viale 13 luglio		43.3289386	12.8980380	5028049095
	Eurospin			45.7946835	9.1510816	5029644578
				45.6123545	11.1378394	5029661798
	Poli			46.3523051	11.0453111	5030069141
	Simply Market	Via Tonino Benelli		43.8878577	12.8770655	5031195827
	Conad City	Via Giusto Cespi	4	43.8186234	12.9924040	5031195828
	Carrefour express	Via Giovanni Nicotera	13 / 17	41.9158370	12.4683217	5031659323
				37.8237993	15.2560390	5031882024
	Simply			40.2970925	8.4901410	5031972357
	Carrefour Express	Corso Belgio		45.0729367	7.7135917	5032076021
	Eurospin			45.3759737	10.2238728	5032235351
	DeltaCoop			40.5766141	8.3199202	5032267386
	Fortesan			44.9062126	8.1858559	5032987431
	LillaPoi			44.9065472	8.1857143	5032987432
	sigma			40.8493192	14.2668251	5034290077
25070		Piazza Passerini	1	45.6944365	10.3194033	5034946232
	LIDL			43.8088810	7.7553209	5035289821
60125	Maxi Coal	Via Terenzio Mamiani	14	43.6139066	13.5057141	5035812594
	Despar			46.8111343	11.2460571	5035994671
	Lidl			45.0838955	7.6908402	5036696822
	Basko			45.0814143	7.6935340	5036710921
	Ard Discount			37.7397098	15.1864743	5036865047
	Frischmarkt Raffl			46.7903354	11.2322199	5038595119
	Punto Simply Market			41.1358739	9.5190619	5038842755
	EuroSpin			40.5576808	9.6776836	5039182722
	CRAI			44.2777000	11.2714000	5039624452
	Minarket	Via Francesco Selmi		41.9296957	12.5700631	5039862622
00156	Alimentari Pelliccioni	Via Guglielmina Ronconi	45	41.9343675	12.5684982	5039898421
				41.1849438	13.8188846	5040136113
	Supermercato Erika			41.1769288	13.8266514	5040136114
	jolly market			45.5670550	12.8050512	5041224716
				45.5668502	12.8042555	5041245428
				45.4385899	12.3340690	5042094321
	Ipercoop			45.4233240	9.2945782	5042449097
06049	Coop centro Italia	Via dei Filosofi	81	42.7437657	12.7337073	5044823431
	Conad			38.7264664	16.0298680	5045830697
	Eurospin			44.1036833	9.9739858	5046072722
	CONAD City			43.8018112	7.7176195	5046309824
	Domus			37.2412683	15.2204921	5046322824
25020	I Rossi SRL	Via Farina	30	45.3080858	10.1913578	5046659762
	"Illmer - Lebensmittel, Tabak"			46.6887110	11.1880314	5047140812
	Espar			37.8112524	15.1730509	5047473409
	Coop			45.1918197	8.2971708	5048199535
	MD			40.0532027	17.9974204	5048288222
38010	Coop Trentino	Via Crosare	22	46.1666057	11.0002815	5048387946
	Conad			45.4167761	12.3702035	5048826776
	DESpar			45.8170530	13.2136673	5050032079
00138	Tuodì	Via Monte Giberto	13/a	41.9790621	12.5159337	5051181150
	Supermercato Decò			40.7479943	13.9159169	5052208623
	Alimentari di Loreto Maurizio	Via Roma	7	42.2664227	13.7695099	5053223354
	Crai			45.8252630	12.0359677	5053751928
	Europrezzi	Strada Statale 20 del Colle di Tenda e di Valle Roja	31	44.5938491	7.6584765	5054246823
34170	NaturaSì	Via Ludovico Ariosto	15	45.9353136	13.6119860	5054340935
04100	Conad	Via Picasso c/o Centro Commerciale Morbella		41.4519689	12.8890441	5056276249
17021	Carrefour Market	Via San Giovanni Bosco	36/50	44.0051988	8.1689953	5056283121
04100	Carrefour Market	Via Capograssa	5	41.4592929	12.9244247	5056299973
04100	Conad	Via Don Carlo Torello	51	41.4622294	12.9171831	5056299984
04100	Elite	Via Priverno	28	41.4556824	12.9077900	5056310253
04100	Acqua & Sapone	Via Isonzo	221	41.4488663	12.9080955	5056357445
04100	Conad	Viale Pier Luigi Nervi	76	41.4604111	12.8888721	5056379805
04100	Panorama	Viale Pier Luigi Nervi c/o Centro Commerciale Latina Fiori		41.4651428	12.8901192	5056384464
04100	Carrefour Market	Via del Lido	17	41.4558712	12.8944743	5056415882
04100	Carrefour Market	Via del Lido	122	41.4470190	12.8883035	5056430525
	Le Bellone	Via di Villamagna	44 rosso	43.7615655	11.3092897	5056679332
04100	Orvel	Via San Carlo da Sezze	41	41.4740053	12.8991266	5057157326
30029	Lidl	Via Togliatti	15	45.7235083	12.6989535	5057165724
04100	Iperbon	Via Piave		41.4743277	12.8831420	5057297578
04100	Conad	Viale Niccolò Paganini	41-47	41.4519157	12.8725240	5057300986
04100	Carrefour Market	Viale Francesco Petrarca	41	41.4656137	12.9128114	5057353846
	Lidl	Corso Calatafimi		38.1045820	13.3344718	5057784389
90129	Conad	Via Gaetano La Loggia		38.1072899	13.3344082	5057833974
90129	Conad	Corso Calatafimi		38.1070586	13.3405094	5057833977
	Sapori alimentari			38.1299353	15.1200145	5059927251
	Domus			37.2433921	15.2225023	5060362464
00197	Carrefour Market	Via Teodoro Monticelli	9 - 21	41.9233869	12.4802972	5061572922
00187	Castroni	Via Frattina	79	41.9037546	12.4796897	5061626621
				43.9364921	12.7704799	5062129849
	Conad Fossombrone	Via Flaminia	38	43.6939503	12.8221647	5062144904
				43.6235938	13.1252396	5062179670
	Gran Mercato			45.6938383	9.4809498	5063227423
	Supermercato Tigre	Via Piave	122	42.4720128	14.2080489	5063888909
	Tigre	Via Venezia	40	42.4667016	14.2141704	5063978429
	Sisa			41.5111269	12.7780584	5064159645
	Eurospar			45.6874336	13.1347621	5065893249
	Carrefour Express			45.2824132	8.0796370	5066114022
	Coop	Via della Croce	49/c	41.9059834	12.4788865	5069536423
	Carrefour Express			44.3076979	9.3471858	5070131422
	Gulliver			44.5314120	8.7015263	5070959622
	MD	Via Giovanni Pascoli	21r	44.3050333	8.4738558	5071353819
	Coop	Via Roma	35	45.5943494	12.3279196	5072187334
	Conad			44.1099329	9.9573013	5072690674
20027	Ok Sigma	Via Leonardo da Vinci	2	45.6242282	8.9413013	5072873895
	Cardis alimentari			46.5659148	12.6855530	5073100921
00187	Carrefour Express	Via Vittoria	22/A	41.9069380	12.4795822	5074040325
	Mini market delizioso			45.6360277	13.0595899	5074901507
	Cantina d'Italia			45.6356590	13.0483756	5074937728
	InCoop			45.4253647	12.3257154	5075011625
				44.0836785	9.8959843	5075370810
	Colomban Paolo			45.6535382	13.8053461	5075461194
	Crai			45.7348882	12.9608765	5076195059
	In's			44.5119275	11.2891233	5078406522
05018	Coop	Via Angelo Costanzi	59	42.7189244	12.1412334	5079173426
	Conad	Via del Melarancio	5 R	43.7748484	11.2516549	5079801422
20066	Galassia	Viale Norvegia	1	45.5083453	9.4122206	5081396403
	Eurospin	Via XXIV Ottobre	12	45.8953946	10.7155775	5082148721
	Todis	Via Tullio Levi Civita	33	41.8558709	12.4741354	5082218617
				46.5204964	12.8021234	5082307179
	Conad			42.7737317	12.7213933	5082471699
	Spar			37.5693965	14.9068670	5082753233
	Conad			43.0648603	12.0699232	5084083858
	Alimentari Turini	Piazza Obbedisco	2	45.8961178	10.7193348	5084290121
	IperCoop			44.4720207	8.8999744	5086201043
	Eurospin			42.3471305	14.1352869	5086294135
19020	Supermarcato Sigma Rossi Giuseppe	Via Roma	7	44.2932478	9.6750337	5087341233
04100	Emme Più	Viale Don Giuseppe Morosin	103	41.4690762	12.9078446	5087460706
				38.1137800	13.3383915	5088858173
	Conad City	Via Vittorio Veneto	37	46.0622120	13.2384830	5089153674
	Despar			46.7017050	12.3502841	5089806185
	Conad			38.1081373	13.3386464	5091493102
	Famiglia Cooperativa	Via San Marco	9	45.8994215	10.7253378	5092420022
	Gulliver			45.0734280	9.1390037	5095155022
	Supermercato Md			39.7282898	16.5099859	5098923121
	Superò Simply Market			40.6310988	14.3987933	5099844498
	Eurospin			44.4031091	8.6733479	5100804385
	Ipercoop			38.8446904	16.6458560	5101102021
	Coop			44.5055120	11.3612136	5102529744
	Sigma			45.4720018	9.2234668	5104070715
				41.7652085	13.9429318	5105397359
38067	Famiglia Cooperativa	XXI Luglio	13	45.8964802	10.7173405	5105745622
	Eurospin	Via Santuario	107	45.5145722	10.1472795	5107201652
				45.4715838	12.2118481	5108067223
	Carrefour			44.3415651	8.5437195	5109318676
	CRAI			40.8990211	9.1010486	5110045725
	Carrefour Express			45.0660549	7.6806527	5110808464
	Coop	Via Antelao	1	45.7827427	12.2414276	5110931508
	Il Melograno			46.0375824	9.1261306	5111399227
				44.5095837	9.9904699	5111576798
	DOK			40.5631700	17.8025818	5111643323
				43.1612342	12.2873537	5112680167
	Alimentari Fumagalli			46.0070668	9.0826740	5113660121
20135	Bio C Bon	Via Adige	4	45.4489862	9.2055813	5113734533
	PAM			44.4067493	8.9427185	5113759853
	Coop			43.1559593	11.5888862	5114502122
	Dimeglio			40.5619085	17.8061883	5114686623
	Todis	Via Piero Gobetti	107	42.4671049	14.2158927	5115424313
	EuroSpin	Via Vezza	20	44.5023794	11.3587150	5115429574
	EuroSpin			44.0344559	12.6000024	5115434832
	La Primavera	XX Settembre	38	42.9571227	12.7028484	5116776636
	Mercatò			44.9466460	7.6683016	5117168699
87022	Negozio Prodet		s.n.c.	39.5209196	15.9326991	5117209950
	Caddy's			45.0658928	7.6795934	5117626908
	Prix quality			45.5070518	11.5696022	5117786622
	Riviera store			45.5084670	11.5677204	5117793121
	COOP			41.8973094	12.4740439	5118096622
				44.9309459	7.5409433	5119513772
				40.1474588	18.4866237	5122160823
	Conad			40.1508987	18.4835704	5122227627
00141	NaturaSì	Via dei Prati Fiscali	243	41.9459949	12.5165659	5124254267
	Tigros			45.4976183	8.8586222	5124507552
	dok			40.6303591	17.6371159	5125882521
	Sapori e Dintorni Conad			38.4136051	14.9594008	5126109821
	Coop			42.9269443	11.1177410	5127085819
	Sigma Superstore			40.2017251	15.1556911	5127800685
	NG Paste e Farine Bio			37.5303185	14.9914680	5128015364
	Eurospin			38.1637198	13.2168209	5129102537
	Pam Local	Via Guglielmo Marconi	20	44.4978038	11.3377999	5130015521
06126	NaturaSi	Via della Pallotta	45	43.0956381	12.3951075	5137109864
20065	Bottega del Commercio Equo	Via San Rocco	18/20	45.5408972	9.4811883	5138188686
	Despar			46.6114372	11.9008368	5141214709
	Italomec			40.7627328	14.0304270	5141353426
98066	Celiavegando	Via Giuseppe Verdi	21	38.1379454	14.9661323	5142441738
09072	Frongia PAM	Via Tharros	121	39.9258047	8.5274479	5143928723
	Conad			37.0945167	15.2769332	5144454621
	MD	Via Verbano	16	45.5886906	8.6424249	5146742866
39054	MPREIS	Dorf - Paese	29	46.5289114	11.4080103	5149395583
	Carrefour Market			45.8052411	9.0791729	5151476923
	Emi			42.7553615	12.7205322	5151869196
	Il Gigante			45.6809232	8.7218116	5152269775
80059	MD Discount	Via Nazionale	518	40.7714548	14.4041492	5152326737
	Tuadi market		238	41.9036161	12.4205875	5153377524
	Carrefour Market			41.9016947	12.4239180	5153578424
39055	Eurospar	Via Kennedy - Kennedystraße	244	46.4234825	11.3329199	5153795007
	CONAD	Via Jenner	1/3	41.8819324	16.1747669	5155667331
	Spar	Viale XXIV Maggio		41.8823161	16.1756060	5155704358
	Eurospar			44.5057341	11.3440482	5155961648
	Prix			45.4590686	11.6915855	5155985181
	Despar			45.7577506	12.2489123	5156018871
	Conad			36.7631582	14.6391722	5156388021
	Coop Liguria			44.3655569	8.5734786	5156435223
	LIDL	Via di Acqua Bullicante		41.8890383	12.5433623	5157534523
	Coop Centro Italia	Piazza Arduino Angelucci		42.4083635	12.8491010	5158767802
	Carrefour			42.4263391	12.8570072	5158767811
