primary_key;zipcode;city;state;community;latitude;longitude
11029;56357;Weyer;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.1833;7.7167
11030;56357;Dessighofen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.258;7.772
11031;56357;Lipporn;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.1333;7.8667
11032;56357;Obertiefenbach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.242;7.8897
11033;56357;Holzhausen an der Haide;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2156;7.8252
11034;56357;Welterod;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.1333;7.8833
11035;56357;Strüth;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.1333;7.8833
11036;56357;Ruppertshofen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2009;7.8055
11037;56357;Lierschied;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.1667;7.75
11038;56357;Kasdorf;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2064;7.7842
11039;56357;Geisig;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2537;7.7906
11040;56357;Bogel;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.1894;7.7998
11041;56357;Pohl;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.25;7.8667
11042;56357;Gemmerich;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2279;7.7586
11043;56357;Eschbach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2139;7.7272
11044;56357;Himmighofen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.212;7.7655
11045;56357;Niederwallmenach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.1667;7.8167
11046;56357;Lollschied;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2564;7.869
11047;56357;Dornholzhausen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2703;7.7898
11048;56357;Ehr;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2379;7.7847
11049;56357;Niederbachheim;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2482;7.7658
11050;56357;Nochern;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.1667;7.7167
11051;56357;Marienfels;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2404;7.8133
11052;56357;Reichenberg;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.15;7.7667
11053;56357;Hainau;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2229;7.7824
11054;56357;Oelsberg;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.1988;7.8369
11055;56357;Rettershain;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.15;7.8333
11056;56357;Oberwallmenach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.1667;7.8333
11057;56357;Miehlen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2257;7.832
11058;56357;Reitzenhain;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.15;7.7833
11059;56368;Katzenelnbogen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2675;7.9732
11060;56368;Klingelbach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2755;7.9697
11061;56368;Niedertiefenbach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2554;7.897
11062;56368;Ergeshausen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2721;7.9425
11063;56368;Berghausen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2589;8.0071
11064;56368;Herold;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2774;7.9318
11065;56368;Roth;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2669;7.8963
11066;56370;Ebertshausen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2833;7.9833
11067;56370;Eisighofen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2333;8.0167
11068;56370;Mittelfischbach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2537;7.9611
11069;56370;Dörsdorf;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2462;8.0096
11070;56370;Schönborn;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3025;7.994
11071;56370;Oberfischbach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2491;7.9552
11072;56370;Bremberg;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3064;7.9201
11073;56370;Gutenacker;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3197;7.9221
11074;56370;Attenhausen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.292;7.8756
11075;56370;Allendorf;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2678;7.9988
11076;56370;Reckenroth;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2297;8.0231
11077;56370;Rettert;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2314;7.9385
11078;56370;Wasenbach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3167;7.9667
11079;56370;Berndroth;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2372;7.9692
11080;56370;Kördorf;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2874;7.9211
11081;56370;Biebrich;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3039;7.95
11082;56377;Nassau;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3145;7.8003
11083;56377;Misselberg;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3069;7.7694
11084;56377;Seelbach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3167;7.8667
11085;56377;Schweighausen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2833;7.75
11086;56379;Holzappel;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3389;7.853
11087;56379;Steinsberg;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3333;7.95
11088;56379;Scheidt;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3386;7.9141
11089;56379;Obernhof;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3167;7.85
11090;56379;Singhofen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3389;7.853
11091;56379;Winden;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3333;7.8333
11092;56379;Geilnau;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.35;7.9333
11093;56379;Horhausen;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3667;7.9
11094;56379;Weinähr;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3228;7.8469
11095;56379;Oberwies;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.2886;7.7806
11096;56379;Laurenburg;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3322;7.9114
11097;56379;Dienethal;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3041;7.7775
11098;56379;Dörnberg;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3257;7.8835
11099;56379;Charlottenberg;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3437;7.8808
11100;56379;Zimmerschied;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.35;7.7833
11101;56379;Sulzbach;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3026;7.7523
11102;56379;Hömberg;Rheinland-Pfalz;Rhein-Lahn-Kreis;50.3333;7.7833
11103;56410;Montabaur;Rheinland-Pfalz;Westerwaldkreis;50.4359;7.8232
11104;56412;Niederelbert;Rheinland-Pfalz;Westerwaldkreis;50.4078;7.8099
11105;56412;Heiligenroth;Rheinland-Pfalz;Westerwaldkreis;50.3863;7.8247
11106;56412;Nomborn;Rheinland-Pfalz;Westerwaldkreis;50.4333;7.9167
11107;56412;Stahlhofen;Rheinland-Pfalz;Westerwaldkreis;50.3939;7.8594
11108;56412;Hübingen;Rheinland-Pfalz;Westerwaldkreis;50.3586;7.8461
11109;56412;Boden;Rheinland-Pfalz;Westerwaldkreis;50.3863;7.8247
11110;56412;Girod;Rheinland-Pfalz;Westerwaldkreis;50.45;7.9167
11111;56412;Holler;Rheinland-Pfalz;Westerwaldkreis;50.4167;7.8333
11112;56412;Welschneudorf;Rheinland-Pfalz;Westerwaldkreis;50.3733;7.7981
11113;56412;Untershausen;Rheinland-Pfalz;Westerwaldkreis;50.4;7.85
11114;56412;Gackenbach;Rheinland-Pfalz;Westerwaldkreis;50.3667;7.8667
11115;56412;Horbach;Rheinland-Pfalz;Westerwaldkreis;50.3731;7.8528
11116;56412;Görgeshausen;Rheinland-Pfalz;Westerwaldkreis;50.4167;7.95
11117;56412;Daubach;Rheinland-Pfalz;Westerwaldkreis;50.4;7.85
11118;56412;Großholbach;Rheinland-Pfalz;Westerwaldkreis;50.45;7.8833
11119;56412;Ruppach-Goldhausen;Rheinland-Pfalz;Westerwaldkreis;50.4667;7.8833
11120;56412;Heilberscheid;Rheinland-Pfalz;Westerwaldkreis;50.4167;7.8833
11121;56412;Oberelbert;Rheinland-Pfalz;Westerwaldkreis;50.3917;7.8172
11122;56412;Niedererbach;Rheinland-Pfalz;Westerwaldkreis;50.4261;7.9743
11123;56412;Nentershausen;Rheinland-Pfalz;Westerwaldkreis;50.4167;7.9333
11124;56414;Berod bei Wallmerod;Rheinland-Pfalz;Westerwaldkreis;50.4833;7.9333
11125;56414;Salz;Rheinland-Pfalz;Westerwaldkreis;50.51;7.9636
11126;56414;Bilkheim;Rheinland-Pfalz;Westerwaldkreis;50.4981;7.9483
11127;56414;Obererbach;Rheinland-Pfalz;Westerwaldkreis;50.45;7.9667
11128;56414;Herschbach (Oberwesterwald);Rheinland-Pfalz;Westerwaldkreis;50.5;7.9333
11129;56414;Zehnhausen bei Wallmerod;Rheinland-Pfalz;Westerwaldkreis;50.4761;7.9236
11130;56414;Oberahr;Rheinland-Pfalz;Westerwaldkreis;50.5;7.8667
11131;56414;Dreikirchen;Rheinland-Pfalz;Westerwaldkreis;50.4333;7.95
11132;56414;Wallmerod;Rheinland-Pfalz;Westerwaldkreis;50.4833;7.95
11133;56414;Molsberg;Rheinland-Pfalz;Westerwaldkreis;50.4833;7.9833
11134;56414;Hundsangen;Rheinland-Pfalz;Westerwaldkreis;50.45;7.9833
11135;56414;Steinefrenz;Rheinland-Pfalz;Westerwaldkreis;50.4593;7.9331
11136;56414;Meudt;Rheinland-Pfalz;Westerwaldkreis;50.4989;7.895
11137;56414;Weroth;Rheinland-Pfalz;Westerwaldkreis;50.4604;7.9484
11138;56414;Niederahr;Rheinland-Pfalz;Westerwaldkreis;50.4919;7.8611
11139;56422;Wirges;Rheinland-Pfalz;Westerwaldkreis;50.4719;7.7984
11140;56424;Mogendorf;Rheinland-Pfalz;Westerwaldkreis;50.4737;7.847
11141;56424;Ebernhahn;Rheinland-Pfalz;Westerwaldkreis;50.4728;7.77
11142;56424;Staudt;Rheinland-Pfalz;Westerwaldkreis;50.4667;7.8333
11143;56424;Moschheim;Rheinland-Pfalz;Westerwaldkreis;50.4825;7.8417
11144;56424;Bannberscheid;Rheinland-Pfalz;Westerwaldkreis;50.4718;7.8366
11145;56427;Siershahn;Rheinland-Pfalz;Westerwaldkreis;50.4864;7.7797
11146;56428;Dernbach (Westerwald);Rheinland-Pfalz;Westerwaldkreis;50.4667;7.7833
11147;56457;Hergenroth;Rheinland-Pfalz;Westerwaldkreis;50.5828;7.9747
11148;56457;Halbs;Rheinland-Pfalz;Westerwaldkreis;50.5908;7.9647
11149;56457;Westerburg;Rheinland-Pfalz;Westerwaldkreis;50.5594;7.9748
11150;56459;Elbingen;Rheinland-Pfalz;Westerwaldkreis;50.5288;7.9105
11151;56459;Winnen;Rheinland-Pfalz;Westerwaldkreis;50.5733;8.0117
11152;56459;Kaden;Rheinland-Pfalz;Westerwaldkreis;50.5481;7.915
11153;56459;Mähren;Rheinland-Pfalz;Westerwaldkreis;50.5235;7.9209
11154;56459;Rotenhain;Rheinland-Pfalz;Westerwaldkreis;50.6;7.8833
11155;56459;Brandscheid;Rheinland-Pfalz;Westerwaldkreis;50.5608;7.9203
11156;56459;Stahlhofen am Wiesensee;Rheinland-Pfalz;Westerwaldkreis;50.5833;7.9833
11157;56459;Berzhahn;Rheinland-Pfalz;Westerwaldkreis;50.54;8.0067
11158;56459;Gemünden;Rheinland-Pfalz;Westerwaldkreis;50.5588;8.0165
11159;56459;Stockum-Püschen;Rheinland-Pfalz;Westerwaldkreis;50.6047;7.9036
11160;56459;Langenhahn;Rheinland-Pfalz;Westerwaldkreis;50.5833;7.9167
11161;56459;Girkenroth;Rheinland-Pfalz;Westerwaldkreis;50.5208;7.9719
11162;56459;Ailertchen;Rheinland-Pfalz;Westerwaldkreis;50.5986;7.9419
11163;56459;Rothenbach;Rheinland-Pfalz;Westerwaldkreis;50.5642;7.9033
11164;56459;Guckheim;Rheinland-Pfalz;Westerwaldkreis;50.5333;7.95
11165;56459;Willmenrod;Rheinland-Pfalz;Westerwaldkreis;50.5414;7.9814
11166;56459;Pottum;Rheinland-Pfalz;Westerwaldkreis;50.6;8.0
11167;56459;Kölbingen;Rheinland-Pfalz;Westerwaldkreis;50.55;7.9333
11168;56459;Weltersburg;Rheinland-Pfalz;Westerwaldkreis;50.5323;7.9606
11169;56459;Härtlingen;Rheinland-Pfalz;Westerwaldkreis;50.5242;7.9164
11170;56459;Bellingen;Rheinland-Pfalz;Westerwaldkreis;50.6;7.9
11171;56462;Höhn;Rheinland-Pfalz;Westerwaldkreis;50.6167;7.9833
11172;56470;Bad Marienberg;Rheinland-Pfalz;Westerwaldkreis;50.6495;7.9496
11173;56472;Nisterberg;Rheinland-Pfalz;Landkreis Altenkirchen;50.6833;7.9833
11174;56472;Nisterau;Rheinland-Pfalz;Westerwaldkreis;50.6667;7.9833
11175;56472;Hahn bei Marienberg;Rheinland-Pfalz;Westerwaldkreis;50.6328;7.9411
11176;56472;Stockhausen-Illfurth;Rheinland-Pfalz;Westerwaldkreis;50.6467;7.9875
11177;56472;Lautzenbrücken;Rheinland-Pfalz;Westerwaldkreis;50.6736;7.9644
11178;56472;Hardt;Rheinland-Pfalz;Westerwaldkreis;50.6333;7.9167
11179;56472;Großseifen;Rheinland-Pfalz;Westerwaldkreis;50.6333;7.9667
11180;56472;Fehl-Ritzhausen;Rheinland-Pfalz;Westerwaldkreis;50.645;8.0031
11181;56472;Hof;Rheinland-Pfalz;Westerwaldkreis;50.6667;8.0167
11182;56472;Dreisbach;Rheinland-Pfalz;Westerwaldkreis;50.6167;7.9333
11183;56477;Waigandshain;Rheinland-Pfalz;Westerwaldkreis;50.6447;8.0853
11184;56477;Rennerod;Rheinland-Pfalz;Westerwaldkreis;50.6082;8.067
11185;56477;Zehnhausen bei Rennerod;Rheinland-Pfalz;Westerwaldkreis;50.6472;8.0597
11186;56477;Nister-Möhrendorf;Rheinland-Pfalz;Westerwaldkreis;50.6667;8.0833
11187;56479;Homberg;Rheinland-Pfalz;Westerwaldkreis;50.6422;8.1064
11188;56479;Bretthausen;Rheinland-Pfalz;Westerwaldkreis;50.6667;8.0667
11189;56479;Oberroßbach;Rheinland-Pfalz;Westerwaldkreis;50.6544;8.0397
11190;56479;Neustadt (Westerwald);Rheinland-Pfalz;Westerwaldkreis;50.6333;8.0333
11191;56479;Waldmühlen;Rheinland-Pfalz;Westerwaldkreis;50.5833;8.0667
11192;56479;Hüblingen;Rheinland-Pfalz;Westerwaldkreis;50.5667;8.0833
11193;56479;Hellenhahn-Schellenberg;Rheinland-Pfalz;Westerwaldkreis;50.6128;8.0264
11194;56479;Liebenscheid;Rheinland-Pfalz;Westerwaldkreis;50.6972;8.0983
11195;56479;Niederroßbach;Rheinland-Pfalz;Westerwaldkreis;50.5879;8.0843
11196;56479;Salzburg;Rheinland-Pfalz;Westerwaldkreis;50.6667;8.05
11197;56479;Rehe;Rheinland-Pfalz;Westerwaldkreis;50.6333;8.1167
11198;56479;Seck;Rheinland-Pfalz;Westerwaldkreis;50.5772;8.0497
11199;56479;Oberrod;Rheinland-Pfalz;Westerwaldkreis;50.585;8.1272
11200;56479;Neunkirchen;Rheinland-Pfalz;Westerwaldkreis;50.5469;8.1039
11201;56479;Willingen;Rheinland-Pfalz;Westerwaldkreis;50.6676;8.0877
11202;56479;Irmtraut;Rheinland-Pfalz;Westerwaldkreis;50.55;8.0667
11203;56479;Westernohe;Rheinland-Pfalz;Westerwaldkreis;50.5892;8.1003
11204;56479;Stein-Neukirch;Rheinland-Pfalz;Westerwaldkreis;50.6761;8.0547
11205;56564;Neuwied;Rheinland-Pfalz;Landkreis Neuwied;50.4326;7.463
11206;56566;Neuwied;Rheinland-Pfalz;Landkreis Neuwied;50.4369;7.5452
11207;56567;Neuwied;Rheinland-Pfalz;Landkreis Neuwied;50.4565;7.4693
11208;56575;Weißenthurm;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.4172;7.4507
11209;56579;Rengsdorf;Rheinland-Pfalz;Landkreis Neuwied;50.5;7.5
11210;56579;Bonefeld;Rheinland-Pfalz;Landkreis Neuwied;50.5239;7.4893
11211;56579;Hardert;Rheinland-Pfalz;Landkreis Neuwied;50.5167;7.5167
11212;56581;Kurtscheid;Rheinland-Pfalz;Landkreis Neuwied;50.5333;7.4667
11213;56581;Ehlscheid;Rheinland-Pfalz;Landkreis Neuwied;50.5145;7.4665
11214;56581;Melsbach;Rheinland-Pfalz;Landkreis Neuwied;50.4833;7.4833
11215;56584;Thalhausen;Rheinland-Pfalz;Landkreis Neuwied;50.5;7.5833
11216;56584;Anhausen;Rheinland-Pfalz;Landkreis Neuwied;50.5;7.55
11217;56584;Rüscheid;Rheinland-Pfalz;Landkreis Neuwied;50.5333;7.5667
11218;56584;Meinborn;Rheinland-Pfalz;Landkreis Neuwied;50.5;7.5667
11219;56587;Straßenhaus;Rheinland-Pfalz;Landkreis Neuwied;50.5333;7.5167
11220;56587;Oberraden;Rheinland-Pfalz;Landkreis Neuwied;50.55;7.5333
11221;56587;Oberhonnefeld-Gierend;Rheinland-Pfalz;Landkreis Neuwied;50.5559;7.5224
11222;56588;Waldbreitbach;Rheinland-Pfalz;Landkreis Neuwied;50.55;7.4167
11223;56589;Datzeroth;Rheinland-Pfalz;Landkreis Neuwied;50.5167;7.4167
11224;56589;Niederbreitbach;Rheinland-Pfalz;Landkreis Neuwied;50.5305;7.421
11225;56593;Güllesheim;Rheinland-Pfalz;Landkreis Altenkirchen;50.5978;7.5286
11226;56593;Niedersteinebach;Rheinland-Pfalz;Landkreis Altenkirchen;50.6002;7.5069
11227;56593;Horhausen;Rheinland-Pfalz;Landkreis Altenkirchen;50.5875;7.5303
11228;56593;Bürdenbach;Rheinland-Pfalz;Landkreis Altenkirchen;50.6044;7.5164
11229;56593;Krunkel;Rheinland-Pfalz;Landkreis Altenkirchen;50.5833;7.5
11230;56593;Pleckhausen;Rheinland-Pfalz;Landkreis Altenkirchen;50.5951;7.5422
11231;56593;Obersteinebach;Rheinland-Pfalz;Landkreis Altenkirchen;50.5833;7.4833
11232;56594;Willroth;Rheinland-Pfalz;Landkreis Altenkirchen;50.5691;7.5275
11233;56598;Rheinbrohl;Rheinland-Pfalz;Landkreis Neuwied;50.5;7.3333
11234;56598;Hammerstein;Rheinland-Pfalz;Landkreis Neuwied;50.4833;7.35
11235;56599;Leutesdorf;Rheinland-Pfalz;Landkreis Neuwied;50.45;7.3833
11236;56626;Andernach;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.4311;7.4042
11237;56630;Kretz;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3957;7.3625
11238;56637;Plaidt;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3926;7.3925
11239;56642;Kruft;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3833;7.3333
11240;56645;Nickenich;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.4142;7.3273
11241;56648;Saffig;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3833;7.4167
11242;56651;Niederdürenbach;Rheinland-Pfalz;Landkreis Ahrweiler;50.45;7.1833
11243;56651;Galenberg;Rheinland-Pfalz;Landkreis Ahrweiler;50.4333;7.2
11244;56651;Brenk;Rheinland-Pfalz;Landkreis Ahrweiler;50.4333;7.1833
11245;56651;Oberdürenbach;Rheinland-Pfalz;Landkreis Ahrweiler;50.4667;7.1667
11246;56651;Oberzissen;Rheinland-Pfalz;Landkreis Ahrweiler;50.45;7.2
11247;56651;Niederzissen;Rheinland-Pfalz;Landkreis Ahrweiler;50.4588;7.2181
11248;56653;Glees;Rheinland-Pfalz;Landkreis Ahrweiler;50.4333;7.25
11249;56653;Wassenach;Rheinland-Pfalz;Landkreis Ahrweiler;50.4333;7.2833
11250;56653;Wehr;Rheinland-Pfalz;Landkreis Ahrweiler;50.4167;7.2167
11251;56656;Brohl-Lützing;Rheinland-Pfalz;Landkreis Ahrweiler;50.483;7.3291
11252;56659;Burgbrohl;Rheinland-Pfalz;Landkreis Ahrweiler;50.4546;7.2772
11253;56727;Reudelsterz;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3167;7.15
11254;56727;Mayen;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.328;7.2228
11255;56727;Sankt Johann;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.35;7.2
11256;56729;Acht;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3667;7.0667
11257;56729;Welschenbach;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3667;7.0667
11258;56729;Lind;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3167;7.0333
11259;56729;Siebenbach;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3833;7.0333
11260;56729;Arft;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3833;7.0833
11261;56729;Langenfeld;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3769;7.0917
11262;56729;Baar;Rheinland-Pfalz;Vulkaneifel;50.35;7.05
11263;56729;Nachtsheim;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3167;7.0667
11264;56729;Monreal;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3;7.1667
11265;56729;Anschau;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3;7.1
11266;56729;Ettringen;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.35;7.2167
11267;56729;Langscheid;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3833;7.1167
11268;56729;Kirchwald;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3667;7.15
11269;56729;Hirten;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3333;7.1
11270;56729;Virneburg;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.35;7.0833
11271;56729;Ditscheid;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3;7.0667
11272;56729;Herresbach;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3667;7.0167
11273;56729;Bermel;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.2833;7.0833
11274;56729;Luxem;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3333;7.1
11275;56729;Nitz;Rheinland-Pfalz;Vulkaneifel;50.3333;7.0167
11276;56729;Boos;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3167;7.0167
11277;56729;Münk;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3;7.0333
11278;56729;Weiler;Rheinland-Pfalz;Landkreis Mayen-Koblenz;50.3167;7.1167
